,제목,가수,가사
57,우린 어쩌다 헤어진 걸까,허각,모두 처음이었어 설레어 잠 못 든 것 내겐 처음이었어 소리 내 울었던 것도 이미 늦었다는 걸 떠날 만했다는 걸 내가 초라해진 후에 알았어 미안한 마음 없이 또 다른 사랑하길 좋은 사람 만나려 날 스쳐간 것처럼 부디 너를 보낸 게 잘한 일이 되도록 더욱 눈부시게 웃어주기를 우린 어쩌다 헤어진 걸까 수없이 부른 이름인데 그토록 간절했었는데 나는 어쩌다 잊지 못할까 어른인 척 보냈으면서 뒤돌아 아이처럼 또 울어 바쁘다는 핑계로 널 혼자 버려두고 이해해 줄 거라고 내 멋대로 믿었어 너와 다투기 싫어 시시한 농담으로 얼버무린 거 그것도 미안해 우린 어쩌다 헤어진 걸까 수없이 부른 이름인데 그토록 간절했었는데 나는 어쩌다 잊지 못할까 어른인 척 보냈으면서 뒤돌아 아이처럼 또 울어 매일 너를 숨 가쁘게 했던 내가 나 이제는 아무것도 못해 세상을 가지고 싶어 나 욕심부렸나 너의 자랑이 되고 싶었나 우린 어쩌다 끝이 난 걸까 부족한 나를 택해주고 사소한 것에 웃었는데 이젠 어쩌다 만나지는 마 이제는 너를 웃게 하는 너만큼 좋은 사람을 만나
58,너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),케이시 (Kassy),언제나 너의 곁에 있어 줄게 눈부시게 빛나 모든 날들이 세상 모두가 변한다 해도 변함없이 너를 사랑해 어떤 날은 좋고 어떤 날은 또 그저 그래 변덕이 심한 나에게 모든 걸 맞춰준 너 um 있는 그대로의 나를 좋아해줘서 그래서 나도 아낌없이 너를 사랑하나 봐 언제나 너의 곁에 있어 줄게 눈부시게 빛나 모든 날들이 세상 모두가 변한다 해도 변함없이 너를 사랑해 너무 행복해서 가끔은 불안하기도 해 다 사라질까 겁이 나 다시 혼자될까 봐 um 그럴 때마다 꼭 안아주던 너 눈물이 났어 네가 주는 마음이 고마워서 언제나 너의 곁에 있어 줄게 눈부시게 빛나 모든 날들이 세상 모두가 변한다 해도 변함없이 너를 사랑해 너의 발걸음에 빛을 비춰줄게 작은 어둠도 오지 못하게 내가 함께 해줄게 지금처럼 my love 영원히 너의 편이 되어줄게 내가 지켜줄 단 한 사람 소중한 내 사람
59,yours,데이먼스 이어 (Damons year),내가 손을 잡을게 너는 힘을 빼도 돼 그저 복사꽃 핀 거릴 걷자 너의 마음이 녹아 우리 밤을 합치면 무너진 달을 세워놓자 가끔 너의 모습은 봄날의 낮과 밤 같아 따스하다가도 차갑곤 해 또 넌 맑은 하늘에 내리는 소나기 같아 넌 대체 내게 뭐를 원해 그대여 난 솔직히 좀 싫어 그대는 내가 없더라도 아무렇지 않은 게 넌 나의 모든 하루를 바꿔 난 그렇게 또 두 눈을 감고 마네 그대여 난 솔직히 좀 싫어 그대는 내가 없더라도 아무렇지 않은 게 넌 나의 모든 하루를 바꿔 난 그렇게 또 두 눈을 감고 마네
60,처음처럼,엠씨더맥스 (M.C the MAX),눈이 부시게 웃던 널 기억해 이제는 다시 볼 수 없게 됐지만 끝내 붙잡았던 기억들만 이 겨울을 지나간다 나지막이 들리지 않게 전하는 기다릴게 이 한마디 대신 피고 진다 뜨겁게 시린 우리 사랑 보내지 못한 계절처럼 피어나 단 한 번도 겨울이 없었던 것처럼 피어나 언제라도 사랑스러운 그대로 추억은 지나버린 계절에 그대로 놓아두고서 그래 처음처럼 가슴속에 켜켜이 쌓은 그리움 이 눈물로 흘려내면 그뿐 이 눈물이 그댈 피워낼 수 있다면 그걸로 나는 괜찮은걸 피어나 단 한 번도 겨울이 없었던 것처럼 피어나 언제라도 사랑스러운 그대로 스치듯 그대 곁에 맴도는 이 작은 한마디조차 여기 남겨두고 아픈 기억은 여기 남기고 피어나 우리 처음 만났던 그때 그대처럼 피어나 사랑했던 그대 모습 그대로 추억은 지나버린 계절에 그대로 놓아두고서 마치 처음처럼
61,넌 감동이었어,성시경,미련하게 아무도 모를 것 같아 태연한 척 지내왔어 너 떠나버린 뒤 다 알았대 어설픈 나의 눈빛을 행복했던 지난 날의 나와 너무 달라서 이별했음을 느낄 수 밖에 너와 나 정말 그때는 좋았었나봐 나 화 낼줄도 몰라 내내 즐거웠대 그래 그랬었지 널 사랑하기에 세상은 나에게 커다란 감동이었어 그 순간을 잃는다면 내가 살아 온 짧은 세월은 너무나 보잘 것 없어 되돌려 보려 해 너를 찾으려 해 너 없이 살아도 멀쩡히 숨은 쉬겠지만 후회와 그리움만으로는 견딜 수 없어 하루도 자신이 없어 초라했대 어설픈 나의 눈빛은 행복했던 지난 날의 나와 너무 달라서 이별했음을 느낄 수 밖에 너와 나 헤어질줄은 아무도 몰랐대 하루가 너무 짧던 우리의 날들이 그래 그랬었지 널 사랑하기에 세상은 나에게 커다란 감동이었어 그 순간을 잃는다면 내가 살아 온 짧은 세월은 너무나 보잘 것 없어 되돌려 보려 해 너를 찾으려 해 너 없이 살아도 멀쩡히 숨은 쉬겠지만 후회와 그리움만으로는 견딜 수 없어 하루도 자신이 없어 도저히
62,미친 사랑의 노래,씨야,너를 사랑한 죄로 깊은 한숨으로 하룰 보내고 입을 막아도 눈을 가려도 너 하나만 찾게 돼 애써 추억을 삼켜봐도 다시 내 가슴에 남아서 니 이름만 또 부르게 돼 니가 보고싶어 널 사랑하니까 전부니까 내 삶 널 위해 쓰고 싶어 열번을 웃고 천번을 울더라도 너 하나만 사랑하고 싶어 세상 앞에 크게 소리치고 싶은데 사랑해 사랑해 널 사랑해서 오늘도 살아가 약한 가슴 때문에 니가 없이는 난 안될 것 같아 다시 생각나 다시 찾게 돼 추억이란 몹쓸 말 적은 나의 사랑 때문에 니가 너무 힘들었나봐 널 사랑했던 벌이라면 내가 다 받을께 널 사랑하니까 전부니까 내 삶 널 위해 쓰고 싶어 열번을 웃고 천번을 울더라도 너 하나만 사랑하고 싶어 세상 앞에 크게 소리치고 싶은데 사랑해 사랑해 널 사랑해서 오늘도 살아가 너 없이는 하루도 자신없어 어떻게 널 잊니 어떻게 지우니 아파도 이별 앞에 웃을 수 있는 건 니가 선물한 추억 때문에 사는동안 언젠간 날 찾을지 몰라 그리워 그리워 난 그리워서 오늘도 기다려
63,끝사랑,김범수,내가 이렇게 아픈데 그댄 어떨까요 원래 떠나는 사람이 더 힘든 법인데 아무 말하지 말아요 그대 마음 알아요 간신히 참고 있는 날 울게 하지 마요 이별은 시간을 멈추게 하니까 모든걸 빼앗고 추억만 주니까 아무리 웃어 보려고 안간힘 써 봐도 밥 먹다가도 울겠지만 그대 오직 그대만이 내 첫사랑 내 끝사랑 지금부터 달라질 수 없는 한 가지 그대만이 영원한 내 사랑 그대도 나처럼 잘못했었다면 그 곁에 머물기 수월했을까요 사랑해 떠난다는 말 과분하다는 말 코웃음 치던 나였지만 그대 오직 그대만이 내 첫사랑 내 끝사랑 지금부터 그대 나를 잊고 살아도 그대만이 영원한 내 사랑 나는 다시는 사랑을 못할 것 같아요 그대가 아니면
64,미친 소리,이예준,잘 지내 보여 너는 아무 일 없는 듯 참 분주해 보여 딱히 신경 쓸 것도 걱정해 줄 일도 없는 사람처럼 잠깐 동안 편했어 힘들게 하던 니가 없어서 떠나 보니 좀 어때 생각처럼 넌 편해 너를 놓치고 매일 후회하며 지냈어 나만 그랬나 봐 축 처진 어깨를 활짝 피라며 날 토닥이고 갔어 네 유별난 사랑을 문제 삼았던 나를 용서해 떠나 보니 좀 어때 생각처럼 넌 편해 너를 놓치고 매일 후회하며 지냈어 나만 그랬나 봐 축 처진 어깨를 활짝 피라며 날 토닥이고 갔어 위태로운 우리 너는 지켜내려 붙잡고 있었어 되려 화를 내고 너를 지치게 하고 니가 다 문제라며 미친 소릴 했어 너 없이 나는 안돼 이렇게 널 못 보내 나는 아직도 못 해준 게 너무 많은데 이렇게 외쳐도 굳어진 네 맘을 돌릴 수 없는 내가 너무 밉다
65,그대를 사랑하는 10가지 이유,이석훈,그대 예쁜 목소리로 자장가를 불러줘요 오늘 밤도 그대 내 꿈 속에 나와 함께 살아요 아이같은 그 미소로 나를 보며 웃어주네요 나는 그대라서 참 행복합니다 내가 힘들때나 많이 아플때 내 눈물을 고이 닦아주던 그대란 사람 어찌 말을 해야 할까요 첫번째 그대의 마음 나무처럼 나를 쉬게해 두번째 그대의 미소 햇살처럼 나를 밝게 비추고 세번째 그대의 손길 내가 힘들때마다 품에 안아준 그댈 사랑합니다  내가 슬플 때나 외로워 할 때 내 곁을 따스히 지켜주던 그대란 사람 어찌 말을 해야 할까요 네번째 그대의 온도 내 가슴을 따스하게 해 다섯째 그대의 눈물 더 열심히 나를 살아가게 해 여섯째 그대의 기도 쳐진 어깨를 피게 만들어 주는 그댈 사랑합니다 그대여 더 이상 눈물은 이젠 흘리지 말아요 영원토록 그대를 지킬게요 사랑하는 그댈 보면 바라만 봐도 난 행복해 일곱번째 그대 표정 시무룩한 나를 웃게해 여덟째 그대 목소리 내게 힘을 주는 그대이니까 아홉번째 그대 걸음 못난 날 매일마다 찾아와 주네 열번짼 그대란 선물 그대라서 난 정말 행복합니다
66,그때 헤어지면 돼,로이킴,나를 사랑하는 법은 어렵지 않아요 지금 모습 그대로 나를 꼭 안아주세요 우리 나중에는 어떻게 될진 몰라도 정해지지 않아서 그게 나는 좋아요 남들이 뭐라는 게 뭐가 중요해요 서로가 없음 죽겠는데 뭐를 고민해요 우리 함께 더 사랑해도 되잖아요 네가 다른 사람이 좋아지면 내가 너 없는 게 익숙해지면 그때가 오면 그때가 되면 그때 헤어지면 돼 너를 사랑하는 법도 어렵지 않아요 한 번 더 웃어주고 조금 더 아껴주면 우리 사랑하는 법도 어렵지 않아요 매일 처음 만난 눈빛으로 서로를 바라봐 주면 남들이 뭐라는 게 뭐가 중요해요 서로가 없음 죽겠는데 뭐를 고민해요 우리 함께 더 사랑해도 되잖아요 네가 다른 사람이 좋아지면 내가 너 없는 게 익숙해지면 그때가 오면 그때가 되면 그때 그때 그때 네가 원하든 말든 널 잡을 거고 내가 더 이상 지쳐 걷지 못할 때 그때가 오면 그때가 되면 그때 헤어지면 돼 그때 헤어지면 돼
67,끝,권진아,한참을 아무 말도 없었다 어색한 공기만 우릴 감싸고 있다 너는 고개를 돌린 채로 한숨만 내쉰다 내가 처음 보는 표정을 하고 서있다 차라리 화를 내지 싫어졌다고 말을 하지 마지막 순간까지 좋은 사람으로 기억되고 싶었니 내가 갈게 애써 미안한 표정 하지마 싫어진 거잖아 그래 널 떠나 줄게 비겁해지는 널 보는 게 아파 내가 갈게 널 보내줄게 조금씩 넌 변했다 매일 오던 연락 난 기다린다 서운해 하는 날 보는 게 슬프다 넌 여기까진가 봐 끝이었나 봐 난 시작이었는데 Oh 그냥 헤어지자고 내게 말을 하지 마지막 순간까지 좋은 사람으로 기억되고 싶었니 내가 갈게 애써 날 위하는 척 하지마 넌 준비했잖아 그래 널 떠나줄게 내가 몰랐던 널 보는 게 아파 내가 갈게 널 보내줄게 니가 없는 하루가 사실 난 잘 그려지질 않아 그렇게 말했었잖아 내가 너의 행복이랬잖아 나 없인 살 수 없을 거라고 말했었잖아 내가 갈게 애써 미안한 표정 하지마 싫어진 거잖아 이제 널 떠나줄게 비겁해지는 널 보는 게 아파 내가 갈게 널 보내줄게
68,서면역에서,순순희,살이 좀 빠졌어요 새 일도 시작하고 음 그랬어요 바쁘게 지냈어요 술은 좀 는 것 같아 나쁘진 않아 계절이 바뀔 때 쯤 한번씩 가슴이 먹먹해 혼자 이 길을 걸었어요 서면역에서 술 한잔 했어요 우리의 추억이 가득한 지하상가 거리도 전포카페 골목도 그대론데 그냥 한번 전화해봤어요 미안해 하지 말아줘 잘 지내고 있어요 걱정하지 말아요 그대 나는 괜찮아 우리가 처음 만난 그 날도 비가 내렸어 그 때 그 날 밤을 기억해요 서면역에서 술 한잔 했어요 우리의 추억이 가득한 지하상가 거리도 전포카페 골목도 그대론데 그냥 한번 전화해봤어요 미안해 하지 말아줘 잘 지내고 있어요 걱정하지 말아요 그대 나는 괜찮아 아주 많이 잊지는 말아줘요 한땐 좋았었잖아 예뻤던 우리들 서면역에서 술 한잔 어때요 그대도 가끔 내 생각 하나요 우리의 추억이 가득한 떠나버린 시간은 담을 수가 없는 걸 잘아는데 그냥 한번 전화해봤어요 미안해 하지 말아줘 잘 지내고 있어요 걱정하지 말아요 그대 나는 괜찮아
69,서울의 잠 못 이루는 밤 (Feat. 이수현),10CM,이곳의 밤은 원래 항상 건조한가요 창밖엔 비가 오는데 나는 목이 말라요 나를 외롭게 만드는 저 불빛이 처음부터 싫었던 건 아니지만 밤새도록 빛나면 나는 잠들 수가 없는데 Are you alone 우린 지금 연락해야 해 서로의 안부를 챙겨주며 복잡한 얘기를 들어주면 돼 어떻게든 우린 지금 연결되어야 해 누가 먼저라고 못하게 똑같이 잠이 들게 돼 are you still alone 아침을 기다리는 게 차라리 나을걸요 이곳의 밤은 유난히 느리게 흘러가요 새벽은 깊어질수록 더 반짝여 그대 두 눈 꼭 감고 기다리지 말고 나랑 놀아요 딱히 재밌을 건 없지만 Are you alone 우린 지금 연락해야 해 서로의 안부를 챙겨주며 복잡한 얘기를 들어주면 돼 어떻게든 우린 지금 연결되어야 해 누가 먼저라고 못하게 똑같이 잠이 들게 돼 are you still 하나둘씩 잠이 드나요 우리만 빼고 이 도시는 아니길 바라지만 역시 내일도 오늘처럼 Are you alone 우린 매일 연락해야 해 이 밤은 점점 더 우리에게 차갑고 주눅들게 하는데 어떻게든 우린 서로 안아줘야 해 조금 더 귀찮게 굴어도 돼 가깝게 볼 순 없어도 are you still alone
70,Sour Grapes,LE SSERAFIM (르세라핌),Oh 나도 모르게 달콤해 난 침이 고여 이건 사랑 맞아 널 한참 노려봐 내 손에 뚝 떨어지길 기다리고 있어  갖고 싶어 손쉽게 낭만적인 fairy tale 사다리를 오를 때 두 발아래 난 아찔해  허나 좀 더 길게 팔을 뻗어도 닿지 않아 뒤꿈치를 들어도 도무지가 손에 쥘 수 없는 love Oh 이러다가 나만 다치겠어 Yeah you’ll hurt me  푸릇 쌉싸름해 I don’t wanna taste 뭐 그리 달콤하진 않을 것 같애 설익은 감정들이 I just feel afraid I’ll never bite I’ll never bite the pain  Sour 눈물 나게 시큼한 맛 Sour 그런 게 만약 사랑이면 맛보고 싶지 않아 I just feel afraid Love is sour love is sour grapes  눈이 스치면 가끔씩은 맘 끝이 좀 떨리기도 했어 처음 느껴보는 heart 한 입 정도 깨문다면 어떨까도 했어  붉어지는 열매에 시선을 다 뺏긴 채 가지 끝에 달린 grapes 달달할까 상상해  허나 한 걸음씩 거릴 좁혀도 너의 손을 잡을 수는 없는걸 사다리 저 너머 위에 놓인 love Oh 나만 괜히 상처받긴 싫어 Yeah you’ll hurt me  푸릇 쌉싸름해 I don’t wanna taste 뭐 그리 달콤하진 않을 것 같애 설익은 감정들이 I just feel afraid I’ll never bite I’ll never bite the pain  Sour 눈물 나게 시큼한 맛 Sour 그런 게 만약 사랑이면 맛보고 싶지 않아 I just feel afraid Love is sour love is sour grapes  착각은 마 딱히 널 좋아한 적 없으니까 조금도 아쉽지가 않다니까 내가 날 속여 all day all night  아직 어설프게 익지 않은 grapes 아마도 내겐 때가 아닌 것 같애 푸릇하게 아직 설익은 네 scent I’m feeling scared I’m feeling scared yeah  Sour 눈물 나게 시큼한 맛 Sour 그런 게 만약 사랑이면 맛보고 싶지 않아 I just feel afraid Love is sour love is sour grapes
71,가까운 듯 먼 그대여,카더가든,저 달빛에 그려지는 그대의 미소를 간직해 그을진 저 노을 속에 그대 얼굴이 떠올라 또 찬바람이 불어와 그대의 맘을 뒤흔들면 포근한 저 바람 되어 안아줄게 그댈 그대는 밤하늘에 놓인 작은 별 같아요 매일 밤마다 나를 찾아와 나의 맘을 흔들어 놓는 가까운 듯 먼 그대여 그댈 또 그려보네 밤하늘 별들이 되어 밤하늘에 놓인 별들 그대의 모습과 같아서 홀로 그댈 생각하며 오늘도 늦은 잠 이뤄요 그대는 밤하늘에 놓인 작은 별 같아요 매일 밤마다 나를 찾아와 나의 맘을 흔들어 놓는 가까운 듯 먼 그대여 그댈 또 그려보네 밤하늘 별들이 되어 매일 꿈속에서도 준비한 말들을 이젠 해야 할 것 같은데 말처럼 되질 않아 오늘도 그대는 밤하늘에 놓인 작은 별 같아요 매일 밤마다 나를 찾아와 나의 맘을 흔들어 놓네
72,너 없인 안 된다,비투비,난 지금 네게 가고 있는 길이야 봄의 끝보다 훨씬 빠르게 할 말이 있는 걸 말하지 않으면 평생을 후회하며 살 것 같아 아마도 살 것 같아 너랑 숨 쉬면 정신 못 차리겠어 눈이 감기고 I just want you to know I’m the real one that you’re looking for 걱정은 불안함 안에 가둬 건너편에 다 놔두고 이제부터 우리 사진 주워 담아 네 손아귀 안에 아기자기 걸어 둘 거야 어디든지 보이게 해줘 나 없인 안 된다 해줘 너 없인 안 된다 난 너여야 한다 아무리 생각해도 난 결국 너야 후회하긴 싫다 너를 사랑한다 Cuz u r the only one 나는 너뿐이라는 걸 Hah ah ah ah ah ah ah Let’s get it on let’s get it on Hah ah ah ah ah ah Why don’t you be my girl Hah ah ah ah ah ah ah Let’s get it on let’s get it on Cuz u r the only one for me 아직도 네게 가고 있는 길이야 여름밤 공기보다 뜨겁게 그리워했던 널 붙잡지 못하면 평생을 후회하며 살 것 같아 네가 너무 보고 싶어서 Yeah yeah yeah Girl I swear this ain’t no booty call nah nah nah 그냥 생각나서 하는 것도 아니야 Nope 드디어 정신 차렸어 너 없인 안 된다는 걸 Now I know now I know 다시 시작해 볼 생각 있으면 처음처럼 만날 생각이 있으면 Lemme know Let’s give it a go 너 없인 안 된다 난 너여야 한다 아무리 생각해도 난 결국 너야 후회하긴 싫다 너를 사랑한다 Cuz u r the only one for me 나의 여름 널 어떻게 하겠니 해를 몇 번을 넘겨도 You and me 너를 사랑해 사랑해 또 말하고 말해도 오직 너여야만 I can live 우리 뜨겁게 잡은 손 꽉 잡아 더 여름밤의 Love 꽉 안아 더 두근두근 우린 구름 구름 위 이대로 우리 둘 2 너 없인 안 된다 난 너여야 한다 아무리 생각해도 난 결국 너야 후회하긴 싫다 너를 사랑한다 Cuz u r the only one 나는 너뿐이라는 걸 Hah ah ah ah ah ah ah Let’s get it on let’s get it on Hah ah ah ah ah ah Why don’t you be my girl Hah ah ah ah ah ah ah Let’s get it on let’s get it on Cuz u r the only one for me
73,Beautiful,Crush,it`s a beautiful life 난 너의 곁에 있을게 it`s a beautiful life 너의 뒤에 서 있을게 beautiful love 하늘아래 너와 있다면 숨쉬는 것만으로도 좋아 it`s a beautiful life beautiful day 너의 기억에서 내가 살텐데 beautiful life beautiful day 내 곁에서 머물러줘 beautiful my love beautiful your heart it`s a beautiful life it`s a beautiful life it`s a beautiful life 언제나 널 지켜줄게 it`s a beautiful life 내게 기댈수가 있게 beautiful love 너의 눈물 너의 미소도 곁에서 함께 할 수 있도록 it`s a beautiful life beautiful day 미치도록 널 사랑했었던 날 beautiful life beautiful day 너를 잃고 싶지 않아 beautiful my love beautiful your heart it`s a beautiful life 세상에 너와 닮은 추억이 또 덩그러니 내게 남겨져있어 너와의 기억 너와의 추억 it`s a sorrowful life sorrowful day 슬픔을 이기지 못하는 내게 sorrowful life sorrowful day 내 곁에서 떠나지마 추억속에 내가 살지 않도록 it`s a beautiful life
74,또르르 (2022),지연,또르르 눈물이 흘러간다 또르르 또르르르 소리없는 아픔을 이기지도 못한 채 파르르 손끝이 떨려온다 파르르 파르르르 따스했던 시간을 기억하나봐 사랑을 하면 더 예뻐진대 사랑을 하면 좀 달라진대 어떻게 해야 내 안의 사랑이 더 예뻐질까요 생각을 하면 눈물이 나고 눈물이 나면 또 생각나는 그런 사람이 곁에 있다는 게 다행이죠 스르르 두 눈이 감겨온다 스르르 스르르르 고운 미소 향기에 꿈을 꾸고 싶었나봐 또르르 사랑이 흘러간다 또르르 또르르르 맘이 시려울만큼 좋아하나봐 사랑을 하면 더 예뻐진대 사랑을 하면 좀 달라진대 어떻게 해야 내 안의 사랑이 더 예뻐질까요 생각을 하면 눈물이 나고 눈물이 나면 또 생각나는 그런 사람이 곁에 있다는 게 다행이죠 가슴에 차가운 네가 내리면 못본 듯이 그저 웃어야 해요 행여 네가 돌아볼까봐 항상 그 자리를 맴도는 어리석어도 행복한 사랑이 좋아서 사랑을 하면 더 예뻐진대 사랑을 하면 좀 달라진대 어떻게 해야 내 안의 사랑이 더 예뻐질까요 생각을 하면 눈물이 나고 눈물이 나면 또 생각나는 그런 사람이 곁에 있다는 게 다행이죠
75,열애중,벤,아직 이별 중인 나에겐 끝이 아닌 것만 같아서 다른 사랑 중인 너지만 나는 아직 너와 열애 중 나도 너만큼만 헤어지고 싶어 아니 너보다 더 행복하고 싶어 너는 어떻게 날 잊었는지 가르쳐줘 아직 이별 중인 나에게 난 아직 열애 중 누구보다 뜨겁게 사랑해 열애 중 헤어져도 헤어진 적 없어 언젠가 내가 너와 이별할 수 있을까 너만 모르게 나는 아직 너와 열애 중 매일 이별하고 있지만 아직 너를 기다리는 중 나도 너만큼만 못돼지고 싶어 아니 너보다 더 나빠지고 싶어 너는 어떻게 날 잊었는지 가르쳐줘 아직 이별 중인 나에게 난 아직 열애 중 누구보다 뜨겁게 사랑해 열애 중 헤어져도 헤어진 적 없어 언젠가 내가 너와 이별할 수 있을까 아무도 모르게 여기서 널 멈추면 정말 이별이 될까 봐 그게 마지막이 될까 봐 널 후회하는 중 누구보다 너를 많이 원망하는 중 미워해도 미워한 적 없어 언젠가 내가 너를 잊고 살 수 있을까 너만 모르게 나는 아직 너와 열애 중
76,Antifreeze,백예린 (Yerin Baek),우린 오래전부터 어쩔 수 없는 거였어 우주 속을 홀로 떠돌며 많이 외로워하다가 어느 순간 태양과 달이 겹치게 될 때면 모든 것을 이해할 수 있을 거야  하늘에선 비만 내렸어 뼈 속까지 다 젖었어 얼마 있다 비가 그쳤어 대신 눈이 내리더니 영화서도 볼 수 없던 눈보라가 불 때 너는 내가 처음 봤던 눈동자야  낯익은 거리들이 거울처럼 반짝여도 니가 건네주는 커피 위에 살얼음이 떠도 우리 둘은 얼어붙지 않을 거야 바다 속의 모래까지 녹일 거야 춤을 추며 절망이랑 싸울 거야 얼어붙은 아스팔트 도시 위로  숨이 막힐 거 같이 차가웠던 공기 속에 너의 체온이 내게 스며들어 오고 있어 우리 둘은 얼어붙지 않을 거야 바다 속의 모래까지 녹일 거야 춤을 추며 절망이랑 싸울 거야 얼어붙은 아스팔트 도시 위로   너와 나의 세대가 마지막이면 어떡해 또 다른 빙하기가 찾아오면 어떡해 긴 세월에 변하지 않을 그런 사랑은 없겠지만 그 사랑을 기다려줄 그런 사람을 찾는 거야 긴 세월에 변하지 않을 그런 사랑은 없겠지만 그 사랑을 기다려줄 그런 사람을 찾는 거야  긴 세월에 변하지 않을 그런 사랑은 없겠지만 그 사랑을 기다려줄 그런 사람을 찾는 거야 긴 세월에 변하지 않을 그런 사랑은 없겠지만 그 사랑을 기다려줄 그런 사람을 찾는 거야
77,우리가 있어,스탠딩 에그,어색함 앞에 익숙함 뒤에 그 어디쯤에 우리가 있어 돌아갈 수 있잖아 우리 둘이 함께 멈춰 섰던 날 어색한 눈빛 익숙한 향기 그 어디쯤에 우리가 있어 다시 이어갈 수 있잖아 우리 그날부터 긴 하루가 지나고 다음 날이 된 것 같아 날 보는 네 눈빛을 어제도 본 것 같아 If you love me 한 걸음 다가오면 돼 If you're ready 날 보고 웃어주면 돼 우리 함께였던 그 계절로 돌아가 볼래 내 맘은 그대로인데 어색할 땐 천천히 다가서 볼게 익숙할 땐 너를 꼭 안고 있을게 우리 함께였던 그곳에서 기다려 줄래 내 맘은 그대로인데 미안함 앞에 그리움 뒤에 그 어디쯤에 우리가 있어 다시 시작하자는 말은 안 해도 돼 이 손을 잡아 긴 이별이 지나고 또 사랑이 올 것 같아 날 보는 네 눈빛을 내일도 볼 것 같아 If you love me 한 걸음 다가오면 돼 If you're ready 날 보고 웃어주면 돼 우리 함께였던 그 계절로 돌아가 볼래 내 맘은 그대로인데 어색할 땐 천천히 다가서 볼게 익숙할 땐 너를 꼭 안고 있을게 우리 함께였던 그곳에서 기다려 줄래 내 맘은 그대로인데
78,I Need You,허각,I Need You  가만히 눈을 감고 있어도 자꾸 생각나죠 그댄 내게 마치 뜬 구름 같은걸 사랑이란 말로 아직 부족한가요 내 맘이 위험한가요 그댄 내게 전부가 됐네요 같은 길을 걷고 같은 꿈을 꾸고 나 혼자만 몰래 상상을 하고 oh 그대 곁에 잠든 마치 연인 같은 그대와 내 모습 baby I love you I need you 수줍은 나의 고백 오랫동안 몰래 숨겨왔던 노래 I need you 참 순진했던 고백 너도 좋다면 가까이 다가와 I need you 울리지도 않는 전화기를 자꾸 보게되죠 그댄 내게 기분 좋은 기대 같은걸 하루만 더 기다리면 답이 올까요 차라리 고백할까요 한걸음만 더 다가와줘요 같은 길을 걷고 같은 꿈을 꾸고 나 혼자만 몰래 상상을 하고 oh 그대 곁에 잠든 마치 연인 같은 그대와 내 모습 baby I love you I need you 수줍은 나의 고백 오랫동안 몰래 숨겨왔던 노래 I need you 참 순진했던 고백 너도 좋다면 가까이 다가와 I need you oh I need you only you 그댄 나의 전부 인걸요 Im missing you Im in love with you 오늘도 내일도 I need you 수줍은 나의 고백 오랫동안 몰래 숨겨왔던 노래 I need you 참 순진했던 고백 너도 좋다면 가까이 다가와 I need you I need you 수줍은 나의 고백 오랫동안 몰래 숨겨왔던 노래 I need you 참 순진했던 고백 너도 좋다면 가까이 다가와 I need you
79,잔소리 (With 2AM 슬옹),아이유,늦게 다니지좀 마  술은 멀리좀 해봐  열살짜리 애처럼 말을 안듣니  정말 웃음만 나와  누가 누굴보고 아이라 하는지  정말 웃음만 나와  싫은 얘기 하게 되는 내 맘을 몰라  좋은 얘기만 나누고 싶은 내맘을 몰라  그만할까 그만하자  하나부터 열까지 다 널 위한 소리  내 말 듣지 않는 너에게는 뻔한 잔소리  그만하자 그만하자  사랑하기만해도 시간 없는데  머리 아닌 가슴으로 하는 이야기  니가 싫다 해도 안 할수가 없는 이야기  그만하자 그만하자  나의 잔소리가 들려  밥은 제 때 먹는지  여잔 멀리 하는지  온 종일을 네 옆에 있고 싶은데  내가 그 맘인거야  주머니속에 널 넣고 다니면  정말 행복할텐데  둘이 아니면 안되는 우리 이야기  누가 듣는다면 놀려대고 웃을 이야기  그만할까 그만하자  하나부터 열까지 다 널 위한 소리  내 말 듣지 않는 너에게는 뻔한 잔소리  그만하자 그만하자  사랑하기만해도 시간 없는데  머리 아닌 가슴으로 하는 이야기  니가 싫다 해도 안 할수가 없는 이야기  그만하자 그만하자  나의 잔소리가 들려  눈에 힘을 주고 겁을 줘봐도  내겐 그저 귀여운 얼굴  이럴래 자꾸 더는 못 참고  정말 화낼지 몰라  사랑하다 말거라면 안 할 이야기  누구보다 너를 생각하는 마음의 소리  화가 나도 소리 쳐도  너의 잔소리마저 난 달콤한데  사랑해야 할 수 있는 그런 이야기  내 말 듣지 않는 너에게는 뻔한 잔소리  그만하자 그만하자  이런 내 맘을 믿어줘
